"1","10 + 10","20","1"
"2","6 + 9","15","1"
"3","4 + 7","11","2"
"4","8 - 6","2","2"
"5","1 + 3","4","2"
"6","1 - 0","1","2"
"7","2 + 7","9","2"
"8","0 + 0","0","2"
"9","7 + 2","9","2"
"10","8 + 3","11","2"
